default,amount,grade,years,ownership,income,age
0,15000,A,6.0,MORTGAGE,91224.0,27
1,20000,C,4.0,MORTGAGE,120602.4,34
0,15000,A,15.0,MORTGAGE,87600.0,34
1,4500,B,2.0,RENT,39000.0,24
0,10000,A,10.0,MORTGAGE,45992.0,23
0,5000,B,0.0,RENT,75000.0,31
1,2000,B,4.0,RENT,32496.0,41
0,20000,B,10.0,MORTGAGE,81600.0,25
1,7125,B,,MORTGAGE,36648.0,21
1,5000,C,3.0,MORTGAGE,64000.0,28
0,8000,B,0.0,MORTGAGE,90000.0,33
1,8000,A,15.0,RENT,80000.0,25
0,10000,A,2.0,RENT,37200.0,22
1,6600,C,2.0,RENT,30000.0,24
1,2500,A,8.0,RENT,40000.0,30
0,8400,C,3.0,RENT,48000.0,39
1,4375,B,0.0,RENT,14400.0,24
0,5000,A,7.0,MORTGAGE,110000.0,23
0,2000,B,5.0,MORTGAGE,50000.0,27
1,2500,C,2.0,RENT,40000.0,22
1,16000,B,2.0,RENT,96000.0,24
0,6200,A,5.0,MORTGAGE,26500.0,44
1,7000,C,7.0,RENT,35000.0,29
0,7000,C,11.0,RENT,112200.0,28
1,5000,B,2.0,RENT,43900.0,22
0,13125,A,5.0,MORTGAGE,106358.0,28
0,16000,B,5.0,MORTGAGE,41004.0,26
0,2000,B,2.0,RENT,30000.0,25
0,4000,A,5.0,RENT,78000.0,33
1,15000,B,8.0,MORTGAGE,52000.0,24
0,7000,C,6.0,MORTGAGE,36000.0,27
0,14125,A,,OWN,27800.0,25
0,5000,A,3.0,MORTGAGE,89000.0,37
0,6000,A,0.0,OWN,30000.0,34
1,6000,D,2.0,MORTGAGE,34000.0,24
0,8000,A,2.0,MORTGAGE,64000.0,34
0,12000,B,2.0,RENT,35000.0,22
0,8000,A,0.0,RENT,45000.0,32
0,10000,C,7.0,MORTGAGE,38400.0,24
1,7750,E,2.0,OWN,13920.0,23
0,10000,A,9.0,MORTGAGE,50000.0,26
1,3500,D,20.0,MORTGAGE,96000.0,25
0,5000,A,2.0,MORTGAGE,80000.0,25
1,6500,D,7.0,MORTGAGE,130000.0,26
0,20000,E,6.0,RENT,135000.0,34
0,12000,B,1.0,RENT,95004.0,31
0,10000,B,2.0,OWN,50004.0,24
0,8000,A,16.0,MORTGAGE,86004.0,32
1,15075,C,14.0,RENT,35000.0,31
1,1750,C,3.0,OWN,11440.0,30
0,1500,A,2.0,RENT,32004.0,35
0,6000,B,1.0,RENT,75000.0,23
0,15000,B,2.0,MORTGAGE,110004.0,28
1,10000,D,0.0,RENT,60000.0,29
1,8000,B,10.0,MORTGAGE,49590.0,24
0,6250,A,3.0,MORTGAGE,63177.0,36
0,2400,A,6.0,MORTGAGE,55000.0,28
0,10800,B,4.0,RENT,82600.0,27
0,7500,A,1.0,MORTGAGE,60000.0,51
1,6000,D,6.0,RENT,77200.0,39
1,4000,C,11.0,RENT,39996.0,29
0,9900,D,3.0,RENT,61200.0,36
0,9600,A,7.0,MORTGAGE,44460.0,34
0,24000,A,9.0,MORTGAGE,130104.0,23
1,11000,C,0.0,OWN,20400.0,31
1,8875,B,6.0,MORTGAGE,40000.0,27
1,16500,E,9.0,OWN,96000.0,26
1,5000,B,6.0,RENT,304800.0,53
1,4000,C,,MORTGAGE,62400.0,31
0,6700,B,3.0,RENT,25700.0,33
1,5000,C,9.0,MORTGAGE,33685.0,22
0,12000,A,9.0,RENT,92341.0,24
0,7500,B,7.0,RENT,96000.0,27
0,20000,B,1.0,MORTGAGE,125000.0,25
1,18000,C,31.0,RENT,36720.0,21
0,10300,B,3.0,RENT,45000.0,21
1,2350,C,0.0,OWN,36000.0,28
0,4000,A,15.0,MORTGAGE,55000.0,23
1,25000,C,12.0,OWN,93000.0,23
0,3300,A,2.0,RENT,28956.0,22
0,8000,A,7.0,RENT,48000.0,41
0,6000,A,4.0,RENT,18200.0,22
1,4000,B,0.0,MORTGAGE,60000.0,22
0,10000,C,2.0,MORTGAGE,80496.0,29
0,4000,C,0.0,RENT,45000.0,21
1,12000,D,6.0,RENT,62496.0,35
0,14000,A,21.0,RENT,128165.0,22
1,12000,D,2.0,OTHER,95000.0,44
1,4000,B,1.0,MORTGAGE,25000.0,24
1,12000,C,8.0,RENT,57780.0,25
0,12600,C,2.0,MORTGAGE,62400.0,22
1,15250,B,2.0,MORTGAGE,52000.0,24
0,6575,A,0.0,MORTGAGE,100000.0,27
0,2600,B,1.0,RENT,28000.0,31
1,5000,C,0.0,RENT,50000.0,28
1,19750,D,5.0,MORTGAGE,55000.0,28
0,20000,B,4.0,RENT,72000.0,27
1,5000,C,1.0,RENT,42000.0,22
0,10000,B,0.0,OWN,70000.0,34
0,4000,A,0.0,MORTGAGE,95000.0,25
0,14400,C,2.0,RENT,42996.0,22
1,2500,E,1.0,RENT,38000.0,25
0,3250,A,0.0,RENT,35000.0,22
0,6900,A,0.0,OWN,40000.0,24
1,10000,D,5.0,RENT,72000.0,30
1,3800,C,14.0,RENT,60000.0,36
0,15000,A,4.0,RENT,60000.0,24
1,12000,B,20.0,MORTGAGE,87000.0,27
0,8400,A,5.0,MORTGAGE,117014.0,25
1,7000,C,,RENT,42000.0,26
1,10000,C,3.0,MORTGAGE,65000.0,31
0,8000,B,5.0,RENT,64000.0,23
0,5000,A,6.0,MORTGAGE,140000.0,30
1,5500,B,5.0,MORTGAGE,40000.0,26
1,7000,A,9.0,RENT,32340.0,22
1,20000,F,8.0,MORTGAGE,170000.0,28
1,8300,A,0.0,RENT,30000.0,25
1,7000,E,0.0,RENT,40000.0,24
0,6500,B,7.0,MORTGAGE,48000.0,22
0,14000,A,31.0,RENT,66000.0,26
0,14000,A,6.0,MORTGAGE,60000.0,24
0,20000,A,12.0,RENT,160000.0,22
1,3250,A,0.0,RENT,8000.0,23
1,4750,D,2.0,RENT,14000.0,22
0,10000,C,13.0,MORTGAGE,49600.0,25
1,12750,D,3.0,RENT,58000.0,22
0,6000,B,20.0,MORTGAGE,77000.0,31
1,2600,D,,RENT,15000.0,29
1,8000,D,6.0,MORTGAGE,46680.0,37
1,25000,F,3.0,MORTGAGE,75000.0,24
0,12000,A,4.0,RENT,86000.0,27
1,13000,B,2.0,RENT,45000.0,55
0,4200,A,8.0,MORTGAGE,75000.0,29
1,3000,D,5.0,RENT,60000.0,34
1,3000,C,2.0,RENT,55000.0,37
1,10000,B,6.0,RENT,26000.0,24
0,14000,A,48.0,MORTGAGE,58000.0,29
1,20000,D,2.0,MORTGAGE,115000.0,41
1,10000,C,13.0,MORTGAGE,80000.0,34
0,4000,C,20.0,OWN,35000.0,25
1,14500,B,14.0,MORTGAGE,64656.0,24
0,12000,A,11.0,MORTGAGE,110000.0,37
1,5000,C,0.0,RENT,24000.0,23
0,4400,C,14.0,RENT,95459.0,26
0,10000,B,4.0,OWN,100000.0,52
0,1500,B,5.0,RENT,40000.0,21
0,13000,B,0.0,RENT,50000.0,22
1,1200,A,6.0,MORTGAGE,38304.0,27
1,15250,E,5.0,RENT,28080.0,22
1,6000,A,33.0,MORTGAGE,42000.0,24
1,24000,B,1.0,RENT,120000.0,24
1,23975,B,18.0,RENT,49896.0,24
1,6000,C,1.0,RENT,36000.0,22
0,10000,D,3.0,RENT,80000.0,29
0,12000,A,10.0,MORTGAGE,95000.0,22
1,6400,B,5.0,RENT,30500.0,25
1,15000,B,18.0,MORTGAGE,110000.0,32
1,12000,A,4.0,MORTGAGE,35400.0,26
1,2200,A,8.0,RENT,17004.0,29
1,11525,C,0.0,RENT,30000.0,43
0,24000,A,3.0,MORTGAGE,200000.0,24
1,2800,C,6.0,MORTGAGE,100843.0,35
0,30000,D,4.0,MORTGAGE,68000.0,27
1,12000,C,8.0,MORTGAGE,81000.0,29
1,5000,C,8.0,MORTGAGE,138996.0,25
1,2200,B,6.0,MORTGAGE,18000.0,30
1,20000,B,3.0,RENT,85000.0,26
0,14000,B,0.0,OTHER,58000.0,29
1,5000,E,3.0,RENT,70000.0,26
1,4000,D,21.0,RENT,105000.0,27
1,8000,D,13.0,MORTGAGE,60000.0,26
0,6000,A,8.0,RENT,38000.0,25
1,4000,B,3.0,MORTGAGE,75000.0,27
1,1500,C,1.0,RENT,9600.0,30
0,4000,D,27.0,RENT,45000.0,23
1,10000,F,4.0,RENT,45600.0,30
1,20000,C,16.0,RENT,85000.0,33
0,5000,A,8.0,MORTGAGE,101000.0,33
1,9000,C,0.0,RENT,26000.0,22
1,8000,D,3.0,OWN,52000.0,38
1,15000,C,21.0,RENT,48000.0,24
0,5000,B,8.0,RENT,72000.0,28
0,13600,B,26.0,RENT,73000.0,25
1,21000,D,6.0,MORTGAGE,85000.0,29
1,5000,C,8.0,RENT,48000.0,32
1,10000,B,3.0,MORTGAGE,170004.0,25
1,8000,B,1.0,OWN,24996.0,23
1,1000,B,17.0,OWN,45600.0,23
1,10000,D,3.0,RENT,45000.0,22
1,5000,D,8.0,MORTGAGE,60000.0,26
1,11000,C,,OWN,34000.0,38
1,7000,A,3.0,MORTGAGE,113000.0,24
1,5000,C,3.0,RENT,35028.0,37
0,5500,A,0.0,RENT,30000.0,36
1,3000,D,6.0,RENT,63000.0,23
0,7000,C,7.0,MORTGAGE,81996.0,22
1,5100,C,4.0,MORTGAGE,70000.0,31
1,5000,B,7.0,MORTGAGE,86700.0,27
0,7000,B,2.0,MORTGAGE,23500.0,24
0,7000,A,5.0,MORTGAGE,74400.0,50
1,8575,E,0.0,RENT,27840.0,29
1,25000,E,3.0,RENT,60000.0,25
1,1000,C,20.0,RENT,30035.0,25
1,6250,C,1.0,OWN,29000.0,28
0,17500,A,3.0,MORTGAGE,152000.0,26
1,25000,D,5.0,RENT,120000.0,24
1,8000,C,1.0,RENT,35000.0,22
1,4000,F,3.0,RENT,20800.0,37
1,25000,B,11.0,OWN,80004.0,24
0,13200,C,1.0,MORTGAGE,95000.0,31
1,15000,C,1.0,RENT,24000.0,22
1,6000,C,1.0,RENT,41600.0,33
1,1800,C,18.0,RENT,53544.0,28
1,15000,D,11.0,MORTGAGE,108000.0,33
1,4800,B,1.0,MORTGAGE,57600.0,23
1,10000,C,3.0,RENT,38000.0,25
1,16000,C,14.0,MORTGAGE,53000.0,23
1,5125,A,5.0,RENT,60000.0,21
0,21125,C,1.0,MORTGAGE,176608.0,28
1,9600,C,19.0,MORTGAGE,61200.0,24
1,6000,C,10.0,RENT,31500.0,27
1,4500,A,0.0,OWN,26880.0,36
1,15000,B,4.0,RENT,150000.0,53
0,7000,A,5.0,RENT,92000.0,29
1,4800,C,8.0,MORTGAGE,46525.0,30
1,27050,D,5.0,RENT,73200.0,26
0,4500,C,8.0,OTHER,140004.0,25
1,10625,B,0.0,RENT,30000.0,26
1,10000,E,12.0,RENT,100000.0,25
1,15000,B,6.0,MORTGAGE,102000.0,23
1,5000,B,4.0,RENT,46500.0,22
1,14000,A,3.0,MORTGAGE,83000.0,21
0,5000,A,1.0,MORTGAGE,225000.0,28
1,1500,C,2.0,RENT,38000.0,22
1,16000,D,4.0,MORTGAGE,50000.0,22
0,7000,A,4.0,MORTGAGE,100000.0,28
1,15000,F,2.0,MORTGAGE,78000.0,29
1,30000,A,5.0,OWN,125000.0,31
1,16000,C,3.0,RENT,45000.0,27
0,10000,B,13.0,RENT,96500.0,29
0,2600,A,3.0,RENT,100000.0,25
0,2500,A,7.0,MORTGAGE,33360.0,24
1,15000,C,11.0,RENT,60000.0,23
1,18000,A,4.0,RENT,50000.0,24
0,15000,D,3.0,RENT,61584.0,27
0,25000,B,12.0,MORTGAGE,125000.0,29
1,20000,B,5.0,MORTGAGE,94000.0,25
1,6000,B,0.0,RENT,30000.0,48
1,6000,D,5.0,RENT,171000.0,28
1,23000,D,6.0,MORTGAGE,155142.0,26
0,15000,A,5.0,RENT,48000.0,23
0,11625,B,4.0,MORTGAGE,96000.0,26
0,8000,B,5.0,OWN,24000.0,22
0,10000,B,10.0,RENT,75000.0,24
1,16000,C,4.0,RENT,60000.0,42
1,13750,C,2.0,MORTGAGE,46996.0,37
0,2000,A,3.0,MORTGAGE,132000.0,26
1,16000,C,2.0,MORTGAGE,45000.0,24
0,3200,C,0.0,RENT,23040.0,25
1,10000,A,0.0,RENT,85000.0,22
0,5600,A,1.0,RENT,19800.0,24
1,12000,C,11.0,MORTGAGE,61000.0,22
0,4000,A,5.0,MORTGAGE,44000.0,25
0,6000,A,21.0,MORTGAGE,90000.0,25
1,12000,C,3.0,RENT,60000.0,25
1,6600,B,0.0,RENT,26240.0,37
1,4800,A,7.0,MORTGAGE,102000.0,30
1,18000,C,5.0,MORTGAGE,72000.0,23
0,11600,B,0.0,RENT,71000.0,26
1,5000,C,4.0,RENT,33000.0,27
0,2400,A,3.0,MORTGAGE,38769.12,34
0,4500,B,0.0,RENT,24000.0,22
1,6200,G,16.0,MORTGAGE,62900.0,36
1,14000,B,6.0,OWN,45760.0,27
0,12000,A,11.0,RENT,49268.48,32
0,9000,B,5.0,RENT,42597.0,33
1,8400,C,0.0,RENT,50000.0,42
1,10000,B,1.0,OWN,60000.0,29
0,14000,C,12.0,RENT,122000.0,23
1,20000,B,3.0,MORTGAGE,80400.0,28
0,3000,B,4.0,RENT,28000.0,24
0,15000,C,7.0,MORTGAGE,38400.0,24
0,2500,A,0.0,RENT,22000.0,23
0,5000,A,20.0,OWN,66000.0,22
1,2400,B,8.0,RENT,43080.0,22
0,2375,B,3.0,RENT,60000.0,32
0,20000,B,9.0,MORTGAGE,107496.0,26
1,10000,A,20.0,RENT,30000.0,25
0,15000,D,7.0,RENT,100896.0,24
0,15000,B,0.0,MORTGAGE,88000.0,22
0,5575,A,5.0,RENT,28800.0,25
1,15850,B,15.0,OTHER,78411.0,30
0,1500,C,0.0,RENT,30000.0,27
1,15000,E,0.0,MORTGAGE,89000.0,27
1,1000,D,0.0,RENT,36000.0,70
0,8000,C,1.0,RENT,50000.0,27
1,8875,A,2.0,RENT,23000.0,23
0,7000,C,17.0,RENT,72000.0,23
0,12650,A,6.0,RENT,60000.0,27
1,7000,D,5.0,MORTGAGE,57000.0,26
1,6000,D,3.0,RENT,39000.0,24
1,13000,C,1.0,OWN,39689.0,23
1,5000,A,16.0,MORTGAGE,70000.0,24
1,4000,B,10.0,RENT,48000.0,24
0,5000,A,1.0,MORTGAGE,115000.0,27
1,8025,C,11.0,MORTGAGE,55000.0,28
1,20000,B,2.0,RENT,51000.0,37
1,1500,B,11.0,MORTGAGE,58000.0,36
1,7000,C,3.0,RENT,33198.0,24
1,8475,C,13.0,MORTGAGE,122708.0,24
0,14400,C,4.0,RENT,70000.0,24
0,10000,A,12.0,MORTGAGE,80000.0,23
1,9000,B,5.0,MORTGAGE,35000.0,22
1,5000,D,0.0,RENT,50000.0,38
1,7500,C,31.0,RENT,38400.0,22
1,15000,B,5.0,RENT,50000.0,22
1,6000,B,2.0,RENT,30000.0,22
0,10000,A,11.0,RENT,60000.0,37
1,7700,C,6.0,MORTGAGE,100000.0,26
1,10000,C,3.0,MORTGAGE,34000.0,31
1,12000,D,1.0,RENT,57840.0,23
1,13800,C,4.0,RENT,33036.0,33
1,4000,D,2.0,RENT,53000.0,27
0,6000,B,4.0,RENT,50650.0,22
1,24500,D,2.0,MORTGAGE,120000.0,29
1,10000,B,0.0,MORTGAGE,275000.0,26
0,12000,D,11.0,MORTGAGE,300000.0,26
1,25000,D,9.0,MORTGAGE,175000.0,52
1,4200,D,8.0,MORTGAGE,38496.0,26
1,9800,A,9.0,MORTGAGE,50000.0,25
1,24250,B,15.0,MORTGAGE,77052.0,20
1,6000,B,0.0,RENT,25200.0,25
1,4800,B,5.0,RENT,50000.0,25
0,25000,C,2.0,RENT,49861.0,28
1,1000,B,0.0,MORTGAGE,25200.0,22
0,20000,E,9.0,OWN,127000.0,25
0,12000,A,5.0,RENT,65000.0,24
0,15000,C,1.0,RENT,67000.0,29
1,13000,D,3.0,RENT,120000.0,26
0,16000,B,15.0,MORTGAGE,70000.0,23
1,4500,C,3.0,RENT,50000.0,30
1,9000,C,0.0,MORTGAGE,39000.0,26
1,7000,A,5.0,RENT,42000.0,33
0,27050,C,4.0,RENT,60000.0,66
0,12000,B,8.0,MORTGAGE,105000.0,28
0,15000,A,5.0,RENT,100000.0,26
1,2500,C,14.0,RENT,48000.0,47
1,7000,D,4.0,RENT,230000.0,35
1,1600,A,0.0,RENT,35000.0,23
1,2000,C,1.0,MORTGAGE,27600.0,24
1,11800,C,5.0,RENT,76000.0,26
0,2800,C,4.0,MORTGAGE,25000.0,21
0,12875,A,4.0,MORTGAGE,57000.0,22
1,10000,D,4.0,RENT,30000.0,24
0,6500,B,1.0,MORTGAGE,110000.0,25
1,20000,B,5.0,RENT,98652.0,28
0,1500,A,2.0,RENT,18700.0,26
0,35000,A,0.0,MORTGAGE,144000.0,35
0,17500,E,3.0,RENT,44000.0,28
0,21600,B,15.0,MORTGAGE,116000.0,32
1,5000,A,,RENT,32400.0,29
1,9000,C,2.0,OWN,33300.0,23
0,6375,A,4.0,RENT,44000.0,25
0,16800,A,4.0,RENT,97000.0,26
0,4200,A,11.0,RENT,93000.0,27
1,6625,B,3.0,RENT,24947.3,33
1,10000,A,6.0,MORTGAGE,50000.0,26
0,9000,A,0.0,MORTGAGE,130000.0,28
0,6000,C,2.0,MORTGAGE,80000.0,30
0,4800,A,0.0,RENT,80000.0,49
0,6000,A,12.0,MORTGAGE,45000.0,31
1,15000,C,9.0,MORTGAGE,141000.0,43
1,3500,C,4.0,RENT,80000.0,31
0,15000,B,3.0,RENT,67704.0,29
1,24000,B,16.0,MORTGAGE,320000.0,36
0,3000,B,8.0,RENT,32796.0,30
1,2400,E,20.0,MORTGAGE,150000.0,34
0,7000,A,4.0,MORTGAGE,37500.0,26
1,8000,B,2.0,RENT,30000.0,23
1,5000,B,2.0,RENT,20000.0,21
0,10000,C,1.0,RENT,37000.0,29
1,15000,E,5.0,MORTGAGE,210000.0,30
1,1800,B,,MORTGAGE,68400.0,23
0,6500,A,3.0,MORTGAGE,44400.0,23
1,6000,C,31.0,RENT,72000.0,26
0,12000,B,3.0,RENT,100000.0,41
1,2000,A,,MORTGAGE,26784.0,21
1,10800,C,4.0,RENT,46000.0,30
0,6000,A,12.0,MORTGAGE,128000.0,23
1,6000,B,4.0,MORTGAGE,26400.0,41
1,4400,B,12.0,RENT,49000.0,23
0,3250,A,,OWN,71000.0,25
1,9000,D,11.0,RENT,95000.0,24
0,15000,B,19.0,RENT,62400.0,24
1,2500,E,2.0,RENT,14400.0,22
1,8725,A,11.0,MORTGAGE,52000.0,27
0,3300,A,14.0,MORTGAGE,35004.0,48
0,5000,A,11.0,MORTGAGE,148350.0,40
0,4500,B,2.0,RENT,37000.0,28
0,16000,C,34.0,MORTGAGE,122000.0,23
1,6000,C,19.0,MORTGAGE,39168.0,25
1,8000,D,5.0,RENT,75000.0,24
0,9000,B,5.0,RENT,51000.0,31
0,5000,B,4.0,RENT,34800.0,41
0,5100,B,14.0,MORTGAGE,58800.0,22
0,8000,D,3.0,RENT,54000.0,66
0,4000,B,6.0,RENT,30000.0,27
0,18000,B,15.0,MORTGAGE,90000.0,25
0,4000,A,14.0,MORTGAGE,120996.0,37
1,15000,A,9.0,MORTGAGE,75000.0,28
0,15000,B,18.0,MORTGAGE,69000.0,29
0,6000,B,3.0,MORTGAGE,106000.0,31
0,14000,B,20.0,RENT,62000.0,23
0,7600,A,13.0,MORTGAGE,100000.0,27
0,7000,A,2.0,RENT,35000.0,25
1,8000,C,4.0,RENT,45000.0,25
0,18000,B,6.0,OWN,51000.0,42
0,12000,A,0.0,RENT,123000.0,25
0,10000,A,20.0,MORTGAGE,88000.0,26
1,23000,B,14.0,MORTGAGE,89000.0,32
1,6700,A,,RENT,21600.0,21
1,4500,D,12.0,MORTGAGE,21216.0,21
1,30000,D,4.0,MORTGAGE,75000.0,28
1,7500,C,7.0,RENT,50000.0,25
1,5600,B,0.0,RENT,30000.0,38
0,14400,B,0.0,MORTGAGE,139992.0,26
0,5600,A,31.0,MORTGAGE,35375.0,23
1,5200,C,0.0,RENT,35000.0,23
0,15000,B,5.0,RENT,42000.0,29
0,12000,A,3.0,MORTGAGE,87278.0,24
0,10000,B,2.0,MORTGAGE,86004.0,43
1,7125,A,0.0,MORTGAGE,30000.0,21
0,20000,A,6.0,MORTGAGE,100000.0,24
1,4000,C,10.0,MORTGAGE,50400.0,27
1,12000,D,1.0,RENT,55000.0,25
1,6000,B,4.0,RENT,39684.0,44
0,5000,B,11.0,RENT,100000.0,27
0,7500,D,2.0,MORTGAGE,71688.0,21
0,13000,B,2.0,MORTGAGE,69867.0,22
1,13650,B,16.0,MORTGAGE,86000.0,32
1,4900,D,7.0,MORTGAGE,65000.0,22
1,4000,C,18.0,MORTGAGE,67464.0,21
1,25000,F,8.0,MORTGAGE,100000.0,22
1,1600,A,2.0,RENT,31000.0,22
1,10000,B,1.0,RENT,72500.0,26
0,11600,B,0.0,RENT,71000.0,26
0,8500,A,2.0,MORTGAGE,50600.0,31
1,7925,B,2.0,MORTGAGE,110000.0,29
0,5000,A,9.0,MORTGAGE,55000.0,29
0,6000,B,3.0,MORTGAGE,61500.0,27
1,10000,B,13.0,MORTGAGE,150000.0,30
1,6000,D,3.0,RENT,72000.0,50
0,10000,A,16.0,MORTGAGE,79992.0,25
0,4200,B,4.0,RENT,43200.0,27
0,9875,A,12.0,OWN,84000.0,39
0,6000,B,,MORTGAGE,85000.0,26
1,12000,D,2.0,RENT,30000.0,22
1,2000,C,3.0,MORTGAGE,27385.0,32
1,2500,D,11.0,RENT,70000.0,22
1,11000,D,,OWN,38400.0,31
1,5000,C,2.0,MORTGAGE,68000.0,29
1,20400,E,2.0,OWN,57000.0,28
1,8000,B,0.0,RENT,26400.0,27
0,18000,B,11.0,RENT,102000.0,31
0,15000,C,1.0,RENT,83500.0,29
1,15000,C,2.0,RENT,36000.0,22
1,14000,C,2.0,OWN,48000.0,27
1,18000,A,11.0,OWN,59928.0,23
1,21000,B,12.0,RENT,53580.0,33
1,5000,C,4.0,RENT,33000.0,27
0,12950,B,0.0,MORTGAGE,92000.0,23
1,15000,B,0.0,MORTGAGE,100000.0,24
0,25000,B,12.0,RENT,82000.0,24
1,7500,F,5.0,MORTGAGE,79577.0,40
1,12000,D,8.0,MORTGAGE,133000.0,34
0,6000,A,11.0,MORTGAGE,54000.0,23
1,1300,A,16.0,RENT,50000.0,26
1,15000,C,0.0,OWN,149616.0,27
1,3100,B,3.0,RENT,30892.8,31
1,6475,A,4.0,RENT,92000.0,23
1,12000,D,3.0,OTHER,65000.0,22
1,2000,E,0.0,RENT,24000.0,24
0,12000,A,11.0,MORTGAGE,60000.0,23
1,3500,C,7.0,MORTGAGE,38500.0,39
1,9600,F,2.0,RENT,60000.0,23
1,15000,D,19.0,MORTGAGE,52320.0,22
0,20000,B,5.0,RENT,56000.0,27
1,12000,D,0.0,MORTGAGE,60000.0,27
1,8000,C,3.0,MORTGAGE,73000.0,24
0,10000,B,1.0,RENT,64000.0,32
1,5900,A,3.0,MORTGAGE,78644.0,22
0,8700,A,3.0,OWN,65000.0,25
1,3200,C,11.0,RENT,65000.0,24
1,12000,B,5.0,OWN,33009.0,21
0,18800,B,5.0,RENT,60000.0,32
1,2000,A,30.0,RENT,56000.0,31
0,25000,B,0.0,RENT,145000.0,36
0,15000,C,6.0,MORTGAGE,48000.0,29
1,8000,A,3.0,RENT,27000.0,24
1,4000,A,21.0,MORTGAGE,43200.0,23
0,10500,B,1.0,RENT,62100.0,34
0,2000,C,6.0,MORTGAGE,68000.0,27
1,4750,D,2.0,OWN,25920.0,40
0,21600,B,17.0,OWN,138000.0,25
1,15000,C,6.0,OWN,36960.0,28
0,3000,A,2.0,MORTGAGE,45000.0,39
0,10000,A,2.0,RENT,33280.0,23
0,15000,B,4.0,RENT,40000.0,26
0,35000,A,11.0,MORTGAGE,118400.0,29
0,7000,B,15.0,RENT,90000.0,35
1,3000,C,5.0,RENT,18000.0,24
1,20000,C,3.0,RENT,65000.0,26
1,14000,C,3.0,RENT,55000.0,23
0,12000,C,0.0,RENT,53000.0,28
1,24000,F,3.0,RENT,350000.0,29
1,10000,A,9.0,MORTGAGE,135000.0,31
1,8000,D,6.0,RENT,40000.0,29
1,14000,C,11.0,MORTGAGE,78000.0,24
0,4800,C,,RENT,27000.0,21
1,10000,A,13.0,MORTGAGE,90000.0,26
1,3000,C,3.0,RENT,100000.0,26
0,6800,B,0.0,RENT,77500.0,24
0,2100,B,9.0,MORTGAGE,68000.0,33
0,7000,A,4.0,MORTGAGE,85000.0,22
1,11100,B,2.0,RENT,32244.0,22
0,17400,A,0.0,MORTGAGE,160000.0,32
1,10000,A,0.0,RENT,31000.0,23
0,12000,A,6.0,RENT,54000.0,24
1,10000,C,,MORTGAGE,36000.0,24
1,5100,C,1.0,MORTGAGE,34000.0,24
1,10000,B,2.0,MORTGAGE,80000.0,30
1,16000,E,16.0,RENT,51000.0,23
0,5500,C,3.0,RENT,27996.0,23
1,4000,D,4.0,RENT,38400.0,22
0,10000,B,5.0,MORTGAGE,87000.0,24
0,6000,B,41.0,MORTGAGE,185000.0,26
0,20000,B,5.0,OWN,84000.0,24
0,12000,A,13.0,MORTGAGE,66000.0,22
0,4800,B,2.0,RENT,14400.0,35
0,13000,D,4.0,OWN,33800.0,23
0,3650,B,14.0,MORTGAGE,105000.0,22
0,19500,B,1.0,RENT,90000.0,24
1,16750,E,6.0,MORTGAGE,51000.0,25
1,11200,C,3.0,RENT,80000.0,34
0,6000,B,24.0,MORTGAGE,141000.0,43
1,20000,C,12.0,MORTGAGE,115000.0,28
1,7850,C,2.0,MORTGAGE,25500.0,23
0,6500,A,4.0,MORTGAGE,95000.0,25
1,5000,A,9.0,MORTGAGE,75000.0,23
0,3250,D,4.0,OWN,25920.0,24
1,20000,C,2.0,RENT,82654.6,22
1,13000,B,10.0,RENT,50000.0,33
0,5000,C,0.0,RENT,54996.0,50
0,10000,A,19.0,MORTGAGE,100000.0,24
0,9000,C,6.0,OWN,55000.0,36
0,2800,A,0.0,MORTGAGE,85000.0,25
0,4800,B,2.0,RENT,14400.0,35
0,10400,A,5.0,OWN,48000.0,24
1,7000,B,11.0,MORTGAGE,43200.0,23
0,12000,C,0.0,RENT,86004.0,26
0,5500,A,1.0,RENT,42312.0,30
0,24000,B,0.0,MORTGAGE,268000.0,41
0,10000,A,0.0,RENT,18000.0,24
1,20000,B,5.0,RENT,65004.0,23
1,8000,D,6.0,RENT,45000.0,28
1,10000,B,0.0,MORTGAGE,38000.0,42
1,15200,C,0.0,RENT,43000.0,42
0,13000,A,7.0,RENT,36000.0,24
0,6000,A,3.0,RENT,25200.0,27
1,4500,D,,RENT,50000.0,22
0,3000,C,0.0,MORTGAGE,99996.0,27
1,25000,C,24.0,MORTGAGE,59000.0,22
0,9000,A,9.0,RENT,112440.0,27
0,28000,D,40.0,MORTGAGE,105018.0,24
0,7500,B,5.0,RENT,65000.0,29
1,7500,E,7.0,RENT,48000.0,22
0,10000,B,15.0,RENT,60000.0,25
1,15000,A,12.0,MORTGAGE,95000.0,23
0,12000,A,13.0,OWN,80000.0,31
0,2500,C,5.0,RENT,70082.64,24
0,14000,A,13.0,RENT,148000.0,24
1,5000,A,1.0,RENT,60000.0,22
1,9000,B,7.0,RENT,35000.0,22
1,3000,B,3.0,RENT,34580.0,31
0,7500,A,10.0,MORTGAGE,105000.0,22
1,5000,B,23.0,RENT,28800.0,32
1,2400,B,1.0,RENT,26000.0,21
0,16000,A,0.0,RENT,75000.0,30
0,16725,B,5.0,MORTGAGE,69638.4,27
1,1500,C,8.0,RENT,25140.0,39
1,7000,A,0.0,RENT,22480.0,26
1,7500,F,6.0,MORTGAGE,50000.0,24
